charity_number,name,activities,address,postcode,phone,email,website,income
249432,MRS C J I B GORDON-CANNING'S PRIESTS' TRUST (LONDON),Using funds for necessitous cases or to reduce school debts,"R C DIOCESE OF SOUTHWARK, FINANCE OFFICE, 59 WESTMINSTER BRIDGE ROAD, LONDON",SE1 7JE,02079602521,adrianradford@rcaos.org.uk,,154
249443,THE ABBEYFIELD CROWBOROUGH SOCIETY LIMITED,Provide  Affordable Accommodation for the elderly and to promote independent living with support.,"Abbeyfield Crowborough Society, Darwin House, Crowborough Hill, CROWBOROUGH, East Sussex",TN6 2JA,01892653653,abbeyfieldcrowborough@gmail.com,https://www.abbeyfieldcrowborough.co.uk,164377
249678,THE SOUTH LONDON CHURCH FUND AND SOUTHWARK DIOCESAN BOARD OF FINANCE,"Resourcing the Ministry and Mission in every parish   Managing the number of clergy in post against budget, and collecting Fairer Shares contributionsProviding clergy training, housing, stipends, pension supporting parish based ministryContributing to national church institutionsProviding education & social outreach fundingProviding Diocesan Retreat House","TRINITY HOUSE, 4 CHAPEL COURT, BOROUGH HIGH STREET, LONDON",SE1 1HW,020 7939 9400,trinity@southwark.anglican.org,https://www.southwark.anglican.org,28536000
249692,THE GARTH DOUBLEDAY TRUST,Provision of grants to charities and charitable purposes,"2nd Floor, Maritime Place, Quayside,Chatham Maritime, CHATHAM, Kent",ME4 4QZ,01634899800,,,114582
249751,THE MOTHERS' UNION (DIOCESE OF ROCHESTER),"The Charity MOTHERS' UNION DIOCESE OF ROCHESTER is constituted by Deed of Trust as a registered charity No 249751. It is affiliated to its parent charity ""MOTHERS UNION"" a worldwide organisation incorporated by Royal Charter charity no 240531.","39 St. Augustines Avenue, BROMLEY, KENT",BR2 8AG,07905084015,murochester.dp@outlook.com,,23351
249881,THE ORDER OF FRIARS MINOR CONVENTUAL,"The training of postulates, novices and student friars of the order of friars minor conventual and the advancement of the religious and other charitable works carried out by or under the direction of the order.","St. Patricks Friary, 26 Cornwall Road, Waterloo, London",SE1 8TW,02079288897,roryjdoyle@gmail.com,https://www.thegreyfriars.org,704323
249972,CANTERBURY DIOCESAN BOARD OF FINANCE,The Board of Finance is the registered company of the Diocese of Canterbury to manage its financial affairs and hold its assets.The Diocese of Canterbury consists of the parishes of East Kent whose object is the promotion of the Gospel of our Lord Jesus Christ according to the doctrines and practices of the Church of England.,"Diocesan Hosue, Lady Woottons Green, Canterbury, Kent",CT1 1NQ,01227 459401,finance@diocant.org,https://www.canterburydiocese.org,12537000
250124,THE MOTHERS' UNION (DIOCESE OF CANTERBURY BRANCH),To uphold Christ's teaching on the nature of marriage and to promote its wider understanding. encourage parents to bring up their children in the faith and life of the Church. To maintain a fellowship of Christians .promote conditions in society favourable to stable family life and for the protection of children. help those whose family life has met with adversity,"3 Woodstock Road, SITTINGBOURNE, Kent",ME10 4HH,01795 422810,susanthomas2609@hotmail.co.uk,https://www.muenterprises.org/canterburymu,48180
250240,ST ANDREW'S HALL,"Provision of accommodation for parish activities in Shepherdswell, near Dover.","11 THE GLEN, SHEPHERDSWELL, DOVER",CT15 7PF,01304831311,jrareynolds@btinternet.com,,631
250271,THE APPLETON TRUST,Charitable purposes of the Church of England within Canterbury Diocese,"DIOCESAN BOARD OF FINANCE, DIOCESAN HOUSE, LADY WOOTTONS GREEN, CANTERBURY",CT1 1NQ,01227459401,,,34858
250451,DAUGHTERS OF OUR LADY OF GOOD COUNSEL AND ST PAUL OF THE CROSS,Counselling and charitable works,"11 Ruscoe Road, Victoria Docks, LONDON",E16 1JA,07714243870,,,73916
250689,"RAOB , GRAND LODGE OF ENGLAND BENEVOLENT FUND (SOUTH EAST KENT PROVINCIAL GRAND LODGE)",Social & Benevolent activities and benevolent grants to compliant members within the Province.,"10 LYNDHURST ROAD, RIVER, DOVER",CT17 0LY,01304823710,secretary.sekp@ntlworld.com,https://raob-sekp.org.uk,20
250996,HIGH HALSTOW RELIEF IN NEED CHARITY,"To provide relief either generally or individually to residents in the parish of High Halstow who are in conditions of need or hardship, by making grants of money or providing goods and services calculated to reduce the need.","ACCSYS ACCOUNTANTS LTD, TRADE FAIR HOUSE, 2 WEST COURT, ENTERPRISE ROAD, MAIDSTONE",ME15 6JD,01634251758,office.hhrin@gmail.com,,46137
251303,SIR HENRY BUSHMAN FUND,Upkeep of the 9th Lancers memorial in the Cloisters of Cantebury Cathedral,"CATHEDRAL HOUSE, THE PRECINCTS, CANTERBURY, KENT",CT1 2EH,01227762862,charities@canterbury-cathedral.org,,83
251304,KENT WAR MEMORIAL MAINTENANCE FUND,Upkeep of the Kent War Memorial and Garden at Canterbury Cathedral,"CATHEDRAL HOUSE, THE PRECINCTS, CANTERBURY, KENT",CT1 2EH,01227 762862,charities@canterbury-cathedral.org,,319
251342,CHARITY FOR THE ADVANCEMENT OF THE ROMAN CATHOLIC RELIGION IN THE ROMAN CATHOLIC DIOCESES OF SOUTHWARK AND ARUNDEL AND BRIGHTON,The Seminary is a college training students in preparation for ordination as Catholic Priests.,"C/O Diocese of Arundel &amp; Brighton, The St. Philip Howard Centre, 4 Southgate Drive, CRAWLEY",RH10 6RP,01293651145,coo@abdiocese.org.uk,https://www.wonersh.org,0
251555,FULHAM AND SOUTH KENSINGTON BRANCH OF THE YOUNG MEN'S CHRISTIAN ASSOCIATION,Fulham and South Kensington YMCA makes funds or facilities available to Christian organisations and individuals who are either in particular hardship or undertaking significant work within their community or in training for such work.,"1 Toland Square, LONDON",SW15 5PA,07985 283638,kmhartigan@aol.com,,184236
252023,HEADLEY PITT TRUST,"The charity provides accommodation for the elderly in ten bungalows or flats. It also provides grants to organisations and individuals.  These may be in respect of the Religious Society of Friends, or any charitable objects connected with the town of Ashford in Kent, or to meet expenses of education or or for the relief of poverty.","OLD MILL COTTAGE, ULLEY ROAD, KENNINGTON, ASHFORD, KENT",TN24 9HX,01233626189,thelma.pitt7@gmail.com,http://headleypitt.site123.me/,104042
252087,ST ANDREWS WATLING STREET,The making of Welfare Grants arising from a bequest to a Congregational Chapel in Canterbury.,"SYNOD OFFICE, EAST CROYDON URC, ADDISCOMBE GROVE, CROYDON",CR0 5LP,02086883730,,,229
252405,THOMAS TOKE CHARITY,"The income from the investments financed by the bequest is used to help the PCC of ST Mary the Virgin, Dover, to meet the cost of maintaining the church fabric and its contents so that it remains a suitable venue for Christian worship and a base for the Church's work in the community.","111 Beauxfield, Whitfield, DOVER, Kent",CT16 3JH,01304203066,doverparishadmin@hotmail.co.uk,,18460
252466,"WAR MEMORIAL, ST LAWRENCE, SEAL",Maintainance of War Memorial and surrounding enclosed ground,"LITTLE CALUMET, SANDY LANE, IVY HATCH, SEVENOAKS",TN15 0PD,01732884950,,,0
252480,WATTS CHARITY,The maintenance and up keep of St Mildred's Preston Church.,"Cherry Tree Cottage, Pudding Lane, Ash, Canterbury",CT3 2ES,01304813861,raycooper@uwclub.net,,418
252498,THE CHARITABLE FUND OF THE LONDON ASSOCIATION OF FUNERAL DIRECTORS,"The support of education and research by and for funeral directors.Financial relief for persons, and their families, engaged in disposal of the dead.","c/o: Southall Funeral Services, 70 Western Road, SOUTHALL, Middlesex",UB2 5DZ,07776995335,secretary@lafd.org.uk,https://www.lafd.org.uk,2959
252603,THE CITY OF ROCHESTER SOCIETY,"The Society's area of interest is the pre-1974 city boundaries of Rochester including urban Strood.The Society's activities cover guided tours of Rochester, publication of leaflets/books on the City's history and making representation on relevant planning applications to Medway Council.The Society is represented on many bodies in the area covering tourism, built environment and conservation.","42 Academy Drive, GILLINGHAM",ME7 3EJ,01634854683,info@city-of-rochester.org.uk,https://www.city-of-rochester.org.uk,12115
252641,THE HAWKHURST COMMUNITY HOSPITAL LEAGUE OF FRIENDS,"The provision of those extras and luxuries that the NHS does not provide for its patients, and those caring for them.","League of Friends, Hawkhurst Community Hospital, High Street, Hawkhurst, Kent",TN18 4PU,07355071950,office@hawkhurstlof.co.uk,https://hawkhurstlof.co.uk,195484
252693,THE ENDOWMENT OF THE FRENCH WALLOON CHURCH AT CANTERBURY,The customary activities of a church.Weekly services in a chapel beside Canterbury Cathedral crypt on Sunday at 3pm,"WOODLANDS, VICARAGE LANE, NONINGTON, DOVER",CT15 4JT,01304840404,admin@frenchchurchcanterbury.org.uk,http://www.frenchchurchcanterbury.org.uk,7066
252744,HEMPSTEAD VILLAGE HALL MANAGEMENT COMMITTEE,The Hall provides space and facilities for community services and activities.,"Hempstead Village Hall, 169 Hempstead Road, Hempstead, GILLINGHAM",ME7 3QG,07941 573713,hempsteadvillagehall@outlook.com,https://hempsteadvillagehall.com,37562
253068,MAIDSTONE HOSPITALS' BROADCASTING SERVICE,Provision of broadcasting services to patients and staff at Maidstone Hospital,"HOSPITAL RADIO MAIDSTONE, C/O ESTATES & MAINTENANCE DEPT, SERVICE CENTRE, MAIDSTONE HOSPITAL, HERMITAGE LANE, MAIDSTONE",ME1 9QQ,01622224747,info@hrm.org.uk,https://hrm.org.uk,5529
253170,ST STEPHENS COMMUNITY ASSOCIATION,"To promote the benefit of the inhabitants of St Stephen's and the neighbourhood by associating the local authorities, voluntary organisations and inhabitants in a common effort to advance education and to provide facilities in the interest of social welfare for recreation and leisure time occupation to improve the condition of life for the said inhabitants.","St. Stephens Community Association, The Centre, Tenterden Drive, Canterbury",CT2 7BN,01227464676,SSCOMMUNITYA@GOOGLEMAIL.COM,,34133
253282,WORTH FREE CHURCH,Promotion of Christian religion - Nonconformist Free Church,"24 THE SHRUBBERY, WALMER, DEAL",CT14 7PZ,01304361408,,,3646
253531,EAST MALLING INSTITUTE,Provision of a hall for community and recreation purposes,"10 CLARE WOOD DRIVE, EAST MALLING, WEST MALLING",ME19 6PA,01732521889,,https://www.eastmallinginstitutehall.co.uk/,11233
253662,THE EDENBRIDGE ASSOCIATION OF CHURCHES (KNOWN AS THE EDENBRIDGE CHURCHES IN COVENANT),"Joint acts of Christian worship, witness, and prayer.Groups for study and teaching of the Christian faith.Support and encouragement for activities for the welfare and well-being of the local community, including BRIDGES (a community drop-in centre), the Eden Christian Trust (working among young people), the Edenbridge Parish Nurse, a local foodbank, and the Edenbridge Fairtrade initiative.","76 HEVER ROAD, EDENBRIDGE",TN8 5DJ,07964 690323,dave.white@gcceden.org,,295
253760,BRISSENDEN TRUST LIMITED,"Provides donations & grants to both persons in need ,& other not for profit organisations operating in Tenterden &St Michaels, Kent.","Straete House, Bank Road, Aldington, Ashford",TN25 7DE,01233721373,brissendentrust@gmail.com,https://www.brissendentrust.org,6613
253877,ROCHESTER CHORAL SOCIETY,"To promote, improve, develop and maintain public education in and appreciation of the art and science of music in all its aspects by:a) providing opportunities for members of the Medway and local communities to enjoy choral   music through participation and involvementb) the performance of public concerts and recitals and by such other means as the Society through its Committee shall determine","18 Watts Avenue, ROCHESTER, Kent",ME1 1RX,07968452047,rochesterchoral@gmail.com,https://www.rochesterchoral.co.uk,31952
253910,THE MARY AND HARRIET SHORNDEN CHARITY,Grants to elderly or less well off members of the Parish at Christmas time and elsewhen and Flowers to those suffering from illness,"Yew Tree Farm, The Street, Wormshill, Sittingbourne",ME9 0TU,01622884233,simon.bass1@btopenworld.com,http://www.wormshillpm.kentparishes.gov.uk/default.cfm?pid=575,331
253972,THE TONBRIDGE PHILHARMONIC SOCIETY,The Charity's principal objects are the study and practice of choral and orchestral music for the enhancement of musical satisfaction in order to foster public knowledge and appreciation of such music by means of public performance. These objectives are achieved through the performance of public concerts,"7 Broad Oak, Brenchley, TONBRIDGE, Kent",TN12 7NN,07861124293,secretary@tonphil.org.uk,https://www.tonphil.org.uk,58943
254048,DR PLUMES TRUST,"Provision of support to the teaching ministry in the parishes of Gravesend and Dartford. Provision of relief by way of monetary grants to necessitous clergy in the Church of England Diocese of Rochester as constituted on 2 September 1704, and to provide for the maintenance of Doctor Plume's grave and gravestone in the Parish of Longfield.","43 Grosvenor Crescent, DARTFORD, Kent",DA1 5AP,07913752089,plumetrust@gmail.com,,26737
254140,RAPPORT HOUSING AND CARE,"The organisation exists to establish, manage and improve houses and homes which provide residential and supported accommodation, together with care and companionship, for elderly people.","Rapport Housing & Care, The Old Wharf, Station Road, Cuxton, ROCHESTER",ME2 1AB,01634723007,enquiry@rapporthc.co.uk,https://www.rapporthousingandcare.co.uk,16663618
254202,THE MALLING SOCIETY,"Preserve the rural character of West Malling and its environs, preserve local bildings and places of historic interest or artistic distiction, protect the srrounding counrtyside, eliminate and prevent bad design and neglect, encourage high standards or architecture and planning, stimulate piblic interest in good appearance and community of West Malling","116 ST. LEONARDS STREET, WEST MALLING",ME19 6PD,01732841297,eileenvago@talktalk.net,https://www.themallingsociety.org.uk,949
254317,ALAN SQUIRRELL ARTIFICIAL KIDNEY UNIT TRUST,The provision of grant funding to 1) assist research into renal disease. 2) assist the treatment of patients with renal disease. 3) provide help to persons suffering from renal disease.,"26 Chislet Court, Pier Avenue, HERNE BAY, Kent",CT6 8PD,01227905138,CWN7202@GMAIL.COM,,20135
254358,ROYAL ANTEDILUVIAN ORDER OF BUFFALOES G L E KENT COUNTY PROVINCIAL GRAND LODGE BENEVOLENT FUND,Philanthropic help for members and their families together with donations to outside charitites,"29 Waltham Road, GILLINGHAM, Kent",ME8 6XE,01634 353163,kentcountypgl@gmail.com,,3
254974,CLEMENT BARLINGE'S CHARITY,Promoting christianity in the Parish of Ulcombe,"All Saints Parish Church, Ulcombe Hill, Ulcombe, Maidstone, Kent",ME17 1DN,01622850604,treasurer.allsaintsulcombe@gmail.com,,0
254983,KENT FARMERS BENEVOLENT FUND,We wish to provide financial assistance to people involved in agriculture who need financial help in Kent.,"Brachers Solicitors, 59 London Road, MAIDSTONE, Kent",ME16 8JH,01622 690691,AngelaJarvis@brachers.co.uk,,3043
255253,STOURMOUTH VILLAGE HALL FUND,interest money donated to Preston Villagee Hall,"WS Whitehead & Sons, North Court Farm, Stourmouth, CANTERBURY, Kent",CT3 1HT,01227722377,harvestdotandjohn@live.co.uk,,665
255420,THE LONDON BUDDHIST CENTRE,"The London Buddhist Centre teaches meditation and Buddhism in a way that is relevant to contemporary western life. It is a non-proselytising public centre, open to all, with no expectation of Buddhist interest / involvement. The Breathing Space programme run by the Centre teaches Mindfulness Based Approaches to help prevent relapse into depression and addiction and to manage stress and anxiety.","51 ROMAN ROAD, LONDON",E2 0HU,02089811225,contact@lbc.org.uk,https://www.lbc.org.uk,1994869
255644,E B HUTCHINSON CHARITABLE TRUST,"The trust was formed to support research into diseases of mankind, primarily cancer research.","Azets, Fifth Floor, Connect 38, 1 Dover Place, ASHFORD",Kent,01689827505,Paul.Webb@azets.co.uk,,36454
255727,KENT FEDERATION OF AMENITY SOCIETIES,"Provides a Kent wide response to Environment, Conservation or Heritage matters","5 Priory Courtyard, Ramsgate",CT11 9PW,07584 572944,jvwalker@gmail.com,,0
255919,ALKHAM VILLAGE HALL,Provides accommodation for a variety of activities within the Parish of Alkham,"1-2 Upton Cottages, Alkham Valley Road, Alkham, Dover",CT15 7EL,07947016697,ptapsell@becket-chambers.co.uk,,8582
255941,"CHRISTIAN SCIENCE SOCIETY, MAIDSTONE",Christian Science Church and Reading Room,"Christian Science Society, Vinters Road, MAIDSTONE",ME14 5DX,01622685830,csmaidstone@gmail.com,https://www.csmaidstone.co.uk,58647
256011,WEST WICKHAM ARTS ASSOCIATION,"The association furthers the appreciation of art in West Wickham and among the general public. It promotes the development of practical skills by holding workshops, meetings, lectures, art demonstrations and exhibitions of the work of its members. It co-operates with local authorities and other institutions with like aims and undertakes other activities supportive of the above object.","Hayes Free Church, 111 Pickhurst Lane, BROMLEY",BR2 7HU,(07753) 744220,info@westwickhamarts.org,http://www.westwickhamarts.org,12382
256453,E F AND M G HALL CHARITABLE TRUST,"The charity was established for general charitable purposes, providing grants to other charities at the discretion of the trustees.","SHOVELSTRODE HOUSE, SHOVELSTRODE LANE, EAST GRINSTEAD",RH19 3PN,01342321238,,,152163
